,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
172542,172542,2018-04-19 00:38:37,1951,5274,58.83,1557517,18,0,0
172543,172543,2018-04-19 00:39:13,2283,5095,35.08,1557553,18,0,0
172544,172544,2018-04-19 00:39:23,2561,2086,14.13,1557563,18,0,0
172545,172545,2018-04-19 00:39:58,3681,6936,83.64,1557598,18,0,0
172546,172546,2018-04-19 00:42:47,3851,1196,105.15,1557767,18,0,0
172547,172547,2018-04-19 00:42:52,3668,5196,30.69,1557772,18,0,0
172548,172548,2018-04-19 00:43:17,4671,1079,61.68,1557797,18,0,0
172549,172549,2018-04-19 00:43:18,2177,1588,66.76,1557798,18,0,0
172550,172550,2018-04-19 00:43:18,530,7352,9.98,1557798,18,0,0
172551,172551,2018-04-19 00:43:34,4683,3221,7.96,1557814,18,0,0
172552,172552,2018-04-19 00:43:41,917,4480,20.06,1557821,18,0,0
172553,172553,2018-04-19 00:44:32,872,2444,103.25,1557872,18,0,0
172554,172554,2018-04-19 00:45:36,417,3141,124.36,1557936,18,0,0
172555,172555,2018-04-19 00:46:21,1123,37,178.02,1557981,18,0,0
172556,172556,2018-04-19 00:46:48,3248,5255,8.96,1558008,18,0,0
172557,172557,2018-04-19 00:47:09,1551,8165,66.63,1558029,18,0,0
172558,172558,2018-04-19 00:48:14,2294,5761,45.47,1558094,18,0,0
172559,172559,2018-04-19 00:49:13,2131,5822,20.01,1558153,18,0,0
172560,172560,2018-04-19 00:49:58,3851,6469,62.68,1558198,18,0,0
172561,172561,2018-04-19 00:51:27,173,3640,28.73,1558287,18,0,0
172562,172562,2018-04-19 00:51:58,363,1139,52.41,1558318,18,0,0
172563,172563,2018-04-19 00:52:20,596,420,26.39,1558340,18,0,0
172564,172564,2018-04-19 00:55:19,3059,357,21.05,1558519,18,0,0
172565,172565,2018-04-19 00:55:38,4847,9883,30.48,1558538,18,0,0
172566,172566,2018-04-19 00:55:40,703,3928,24.25,1558540,18,0,0
172567,172567,2018-04-19 00:57:21,128,7275,55.04,1558641,18,0,0
172568,172568,2018-04-19 00:59:12,1706,8901,27.48,1558752,18,0,0
172569,172569,2018-04-19 00:59:54,606,4424,4.78,1558794,18,0,0
172570,172570,2018-04-19 00:59:58,1356,5765,96.22,1558798,18,0,0
172571,172571,2018-04-19 01:01:43,254,4124,63.69,1558903,18,0,0
172572,172572,2018-04-19 01:02:28,4045,8865,40.48,1558948,18,0,0
172573,172573,2018-04-19 01:03:09,2212,6864,11.14,1558989,18,0,0
172574,172574,2018-04-19 01:03:09,2441,4506,80.8,1558989,18,0,0
172575,172575,2018-04-19 01:03:23,1278,3106,71.72,1559003,18,0,0
172576,172576,2018-04-19 01:04:00,962,1597,27.51,1559040,18,0,0
172577,172577,2018-04-19 01:04:28,1750,2200,102.21,1559068,18,0,0
172578,172578,2018-04-19 01:05:12,2405,5689,87.84,1559112,18,0,0
172579,172579,2018-04-19 01:05:20,3836,601,48.02,1559120,18,0,0
172580,172580,2018-04-19 01:08:47,3176,3288,47.61,1559327,18,0,0
172581,172581,2018-04-19 01:10:00,2539,732,74.36,1559400,18,0,0
172582,172582,2018-04-19 01:10:00,3762,1925,90.83,1559400,18,0,0
172583,172583,2018-04-19 01:10:22,4639,2148,50.78,1559422,18,0,0
172584,172584,2018-04-19 01:10:24,2998,2451,139.61,1559424,18,0,0
172585,172585,2018-04-19 01:10:25,1764,7914,101.21,1559425,18,0,0
172586,172586,2018-04-19 01:11:18,4846,8589,70.6,1559478,18,0,0
172587,172587,2018-04-19 01:11:49,4656,1045,16.37,1559509,18,0,0
172588,172588,2018-04-19 01:13:04,4884,6775,34.49,1559584,18,0,0
172589,172589,2018-04-19 01:13:09,67,520,113.1,1559589,18,0,0
172590,172590,2018-04-19 01:13:49,4420,5178,22.84,1559629,18,0,0
172591,172591,2018-04-19 01:14:03,2076,1255,67.71,1559643,18,0,0
172592,172592,2018-04-19 01:14:59,3754,7574,67.27,1559699,18,0,0
172593,172593,2018-04-19 01:15:01,4049,3791,18.59,1559701,18,0,0
172594,172594,2018-04-19 01:15:34,1953,6528,116.31,1559734,18,0,0
172595,172595,2018-04-19 01:15:45,8,1050,6.69,1559745,18,0,0
172596,172596,2018-04-19 01:16:45,1253,1445,12.64,1559805,18,0,0
172597,172597,2018-04-19 01:17:12,3143,6723,89.18,1559832,18,0,0
172598,172598,2018-04-19 01:17:14,1427,9502,15.66,1559834,18,0,0
172599,172599,2018-04-19 01:17:34,4692,9378,28.98,1559854,18,0,0
172600,172600,2018-04-19 01:18:24,3808,2130,64.35,1559904,18,0,0
172601,172601,2018-04-19 01:19:45,143,1337,128.85,1559985,18,0,0
172602,172602,2018-04-19 01:20:13,4032,2941,26.8,1560013,18,0,0
172603,172603,2018-04-19 01:21:17,4304,1743,22.21,1560077,18,0,0
172604,172604,2018-04-19 01:21:40,2965,5074,98.35,1560100,18,0,0
172605,172605,2018-04-19 01:22:46,3787,9268,171.96,1560166,18,0,0
172606,172606,2018-04-19 01:23:38,1708,1781,26.35,1560218,18,0,0
172607,172607,2018-04-19 01:23:54,3796,7831,104.45,1560234,18,0,0
172608,172608,2018-04-19 01:24:37,4779,7244,15.24,1560277,18,0,0
172609,172609,2018-04-19 01:25:27,4305,3076,7.97,1560327,18,0,0
172610,172610,2018-04-19 01:25:30,4964,4202,87.43,1560330,18,0,0
172611,172611,2018-04-19 01:25:33,1210,1348,59.7,1560333,18,0,0
172612,172612,2018-04-19 01:26:04,4649,5716,29.49,1560364,18,0,0
172613,172613,2018-04-19 01:26:40,1709,5267,79.81,1560400,18,0,0
172614,172614,2018-04-19 01:27:03,1172,542,12.1,1560423,18,0,0
172615,172615,2018-04-19 01:27:19,805,4129,129.5,1560439,18,0,0
172616,172616,2018-04-19 01:27:45,2040,4302,93.07,1560465,18,0,0
172617,172617,2018-04-19 01:27:51,68,6332,20.92,1560471,18,0,0
172618,172618,2018-04-19 01:29:14,4120,3650,90.76,1560554,18,0,0
172619,172619,2018-04-19 01:29:43,3965,6230,22.34,1560583,18,0,0
172620,172620,2018-04-19 01:31:05,2818,9428,42.23,1560665,18,0,0
172621,172621,2018-04-19 01:31:16,3419,3039,5.37,1560676,18,0,0
172622,172622,2018-04-19 01:31:42,3070,5850,68.88,1560702,18,0,0
172623,172623,2018-04-19 01:31:55,2115,79,67.82,1560715,18,0,0
172624,172624,2018-04-19 01:31:57,337,8778,34.19,1560717,18,0,0
172625,172625,2018-04-19 01:32:52,644,1087,37.36,1560772,18,0,0
172626,172626,2018-04-19 01:33:27,918,2701,6.37,1560807,18,0,0
172627,172627,2018-04-19 01:33:38,4999,3688,62.18,1560818,18,0,0
172628,172628,2018-04-19 01:33:46,4443,9595,25.93,1560826,18,0,0
172629,172629,2018-04-19 01:34:08,705,3443,19.47,1560848,18,0,0
172630,172630,2018-04-19 01:34:11,2911,9342,9.35,1560851,18,0,0
172631,172631,2018-04-19 01:34:22,2807,5009,75.65,1560862,18,0,0
172632,172632,2018-04-19 01:34:34,1205,655,3.62,1560874,18,0,0
172633,172633,2018-04-19 01:34:36,1512,2220,24.49,1560876,18,0,0
172634,172634,2018-04-19 01:34:45,332,1467,32.49,1560885,18,0,0
172635,172635,2018-04-19 01:35:02,2163,1822,27.58,1560902,18,0,0
172636,172636,2018-04-19 01:36:00,2663,7042,67.04,1560960,18,0,0
172637,172637,2018-04-19 01:36:29,767,4788,15.22,1560989,18,0,0
172638,172638,2018-04-19 01:36:51,4470,1725,5.33,1561011,18,0,0
172639,172639,2018-04-19 01:37:08,4927,8233,52.13,1561028,18,0,0
172640,172640,2018-04-19 01:37:21,2662,7467,33.99,1561041,18,0,0
172641,172641,2018-04-19 01:37:24,2592,2521,17.94,1561044,18,0,0
172642,172642,2018-04-19 01:37:55,1834,1053,147.95,1561075,18,0,0
172643,172643,2018-04-19 01:38:23,4659,6717,91.85,1561103,18,0,0
172644,172644,2018-04-19 01:38:31,3768,9991,8.73,1561111,18,0,0
172645,172645,2018-04-19 01:39:40,1210,7329,28.01,1561180,18,0,0
172646,172646,2018-04-19 01:40:39,2480,9529,12.12,1561239,18,0,0
172647,172647,2018-04-19 01:40:41,860,2153,21.14,1561241,18,0,0
172648,172648,2018-04-19 01:40:41,2326,2766,150.23,1561241,18,0,0
172649,172649,2018-04-19 01:41:20,3625,9962,55.21,1561280,18,0,0
172650,172650,2018-04-19 01:41:52,2208,3343,40.27,1561312,18,0,0
172651,172651,2018-04-19 01:42:38,4578,2394,19.73,1561358,18,0,0
172652,172652,2018-04-19 01:42:58,3151,7098,66.22,1561378,18,0,0
172653,172653,2018-04-19 01:43:11,33,7643,70.89,1561391,18,0,0
172654,172654,2018-04-19 01:43:54,2793,1113,109.3,1561434,18,0,0
172655,172655,2018-04-19 01:44:49,4195,1377,34.91,1561489,18,0,0
172656,172656,2018-04-19 01:45:03,1490,8525,25.28,1561503,18,0,0
172657,172657,2018-04-19 01:45:09,4223,3884,82.17,1561509,18,0,0
172658,172658,2018-04-19 01:45:30,1439,3761,39.1,1561530,18,0,0
172659,172659,2018-04-19 01:46:32,3693,6064,68.31,1561592,18,0,0
172660,172660,2018-04-19 01:46:37,1399,3248,23.18,1561597,18,0,0
172661,172661,2018-04-19 01:46:43,1486,4410,44.11,1561603,18,0,0
172662,172662,2018-04-19 01:47:26,2763,5232,20.02,1561646,18,0,0
172663,172663,2018-04-19 01:48:00,2328,39,13.31,1561680,18,0,0
172664,172664,2018-04-19 01:48:43,948,8568,1.84,1561723,18,0,0
172665,172665,2018-04-19 01:49:13,2761,7180,158.31,1561753,18,0,0
172666,172666,2018-04-19 01:50:30,2040,4985,30.01,1561830,18,0,0
172667,172667,2018-04-19 01:50:45,3503,7479,11.12,1561845,18,0,0
172668,172668,2018-04-19 01:50:49,2802,3668,44.88,1561849,18,0,0
172669,172669,2018-04-19 01:51:21,1003,5972,113.85,1561881,18,0,0
172670,172670,2018-04-19 01:51:40,2296,9429,54.41,1561900,18,0,0
172671,172671,2018-04-19 01:52:49,1509,721,234.54,1561969,18,1,1
172672,172672,2018-04-19 01:52:59,4800,2638,20.28,1561979,18,0,0
172673,172673,2018-04-19 01:53:19,2164,4750,53.41,1561999,18,0,0
172674,172674,2018-04-19 01:53:41,3203,8937,17.75,1562021,18,0,0
172675,172675,2018-04-19 01:53:43,1898,9034,39.33,1562023,18,0,0
172676,172676,2018-04-19 01:53:46,1387,6336,59.96,1562026,18,0,0
172677,172677,2018-04-19 01:54:12,2824,2578,148.14,1562052,18,0,0
172678,172678,2018-04-19 01:54:24,1328,8574,39.15,1562064,18,0,0
172679,172679,2018-04-19 01:54:31,473,7709,10.78,1562071,18,0,0
172680,172680,2018-04-19 01:54:35,3493,6842,12.85,1562075,18,0,0
172681,172681,2018-04-19 01:54:45,714,4684,122.85,1562085,18,0,0
172682,172682,2018-04-19 01:54:52,4692,4725,34.87,1562092,18,0,0
172683,172683,2018-04-19 01:55:14,2955,553,33.32,1562114,18,0,0
172684,172684,2018-04-19 01:55:48,3665,8282,17.47,1562148,18,0,0
172685,172685,2018-04-19 01:56:47,4418,4888,1.85,1562207,18,0,0
172686,172686,2018-04-19 01:57:24,1745,7117,4.35,1562244,18,0,0
172687,172687,2018-04-19 01:57:26,3248,9725,10.1,1562246,18,0,0
172689,172689,2018-04-19 01:57:53,3029,5567,9.43,1562273,18,0,0
172688,172688,2018-04-19 01:57:53,37,337,17.56,1562273,18,0,0
172690,172690,2018-04-19 01:57:55,4826,4916,99.96,1562275,18,0,0
172691,172691,2018-04-19 01:58:27,911,960,31.44,1562307,18,0,0
172692,172692,2018-04-19 01:58:36,4424,9945,37.29,1562316,18,0,0
172693,172693,2018-04-19 01:58:39,1531,4282,14.04,1562319,18,0,0
172694,172694,2018-04-19 01:59:00,3780,8430,81.84,1562340,18,0,0
172695,172695,2018-04-19 01:59:34,3313,5471,21.67,1562374,18,0,0
172696,172696,2018-04-19 01:59:40,4015,4304,30.04,1562380,18,0,0
172697,172697,2018-04-19 02:00:05,972,1523,21.33,1562405,18,0,0
172698,172698,2018-04-19 02:00:17,3491,456,29.59,1562417,18,0,0
172699,172699,2018-04-19 02:00:26,244,4963,23.31,1562426,18,0,0
172700,172700,2018-04-19 02:00:58,3529,2793,103.74,1562458,18,0,0
172701,172701,2018-04-19 02:01:42,1408,7153,44.29,1562502,18,0,0
172702,172702,2018-04-19 02:01:43,2607,5774,88.22,1562503,18,0,0
172703,172703,2018-04-19 02:03:48,4587,4403,101.65,1562628,18,0,0
172704,172704,2018-04-19 02:03:58,1796,7697,46.26,1562638,18,0,0
172705,172705,2018-04-19 02:04:50,2889,7193,55.64,1562690,18,0,0
172706,172706,2018-04-19 02:05:39,180,4550,12.33,1562739,18,0,0
172707,172707,2018-04-19 02:06:16,178,3322,26.11,1562776,18,0,0
172708,172708,2018-04-19 02:06:19,2786,1651,67.82,1562779,18,0,0
172709,172709,2018-04-19 02:06:47,803,2174,43.56,1562807,18,0,0
172710,172710,2018-04-19 02:07:28,4478,8220,61.29,1562848,18,0,0
172711,172711,2018-04-19 02:07:51,2006,5867,4.92,1562871,18,0,0
172712,172712,2018-04-19 02:08:27,1843,7845,132.58,1562907,18,0,0
172713,172713,2018-04-19 02:08:41,2465,7634,20.55,1562921,18,0,0
172714,172714,2018-04-19 02:08:45,4783,2572,63.54,1562925,18,0,0
172715,172715,2018-04-19 02:09:01,422,4170,105.08,1562941,18,0,0
172716,172716,2018-04-19 02:09:13,2727,8395,73.51,1562953,18,0,0
172717,172717,2018-04-19 02:09:18,2129,3371,23.87,1562958,18,0,0
172718,172718,2018-04-19 02:09:24,1565,7117,38.56,1562964,18,0,0
172719,172719,2018-04-19 02:09:47,3161,7278,93.45,1562987,18,0,0
172720,172720,2018-04-19 02:09:54,4198,9358,75.92,1562994,18,0,0
172721,172721,2018-04-19 02:10:08,1951,4118,54.29,1563008,18,0,0
172722,172722,2018-04-19 02:10:32,2272,4372,6.13,1563032,18,0,0
172723,172723,2018-04-19 02:11:06,3888,5629,15.82,1563066,18,0,0
172724,172724,2018-04-19 02:11:06,939,4731,30.15,1563066,18,0,0
172725,172725,2018-04-19 02:11:44,954,1854,50.67,1563104,18,0,0
172726,172726,2018-04-19 02:12:34,2670,7694,64.7,1563154,18,0,0
172727,172727,2018-04-19 02:12:47,2409,2285,35.31,1563167,18,0,0
172728,172728,2018-04-19 02:12:47,2967,9018,81.91,1563167,18,0,0
172729,172729,2018-04-19 02:13:17,4301,3461,87.65,1563197,18,0,0
172730,172730,2018-04-19 02:13:27,4190,1225,72.41,1563207,18,0,0
172731,172731,2018-04-19 02:13:36,3790,6682,28.95,1563216,18,0,0
172732,172732,2018-04-19 02:14:38,2994,7827,83.25,1563278,18,0,0
172733,172733,2018-04-19 02:14:46,524,5204,8.38,1563286,18,0,0
172734,172734,2018-04-19 02:16:24,3921,8770,31.83,1563384,18,0,0
172735,172735,2018-04-19 02:16:34,1574,8092,50.1,1563394,18,0,0
172736,172736,2018-04-19 02:16:56,114,2702,116.09,1563416,18,0,0
172737,172737,2018-04-19 02:17:23,2220,8508,142.26,1563443,18,0,0
172738,172738,2018-04-19 02:17:45,1837,416,10.01,1563465,18,0,0
172739,172739,2018-04-19 02:18:07,2291,5733,40.75,1563487,18,0,0
172740,172740,2018-04-19 02:19:07,2803,3966,32.61,1563547,18,0,0
172741,172741,2018-04-19 02:19:07,2548,2080,57.29,1563547,18,0,0
172742,172742,2018-04-19 02:19:17,531,8739,41.73,1563557,18,0,0
172743,172743,2018-04-19 02:19:47,4775,7491,17.58,1563587,18,0,0
172744,172744,2018-04-19 02:20:04,783,2423,4.23,1563604,18,0,0
172745,172745,2018-04-19 02:20:22,1688,5151,56.41,1563622,18,0,0
172746,172746,2018-04-19 02:20:25,2644,9794,111.17,1563625,18,0,0
172747,172747,2018-04-19 02:21:22,2721,7662,2.72,1563682,18,0,0
172748,172748,2018-04-19 02:21:31,3833,1257,45.22,1563691,18,0,0
172749,172749,2018-04-19 02:21:53,286,8762,32.86,1563713,18,0,0
172750,172750,2018-04-19 02:22:36,3360,7965,50.47,1563756,18,0,0
172751,172751,2018-04-19 02:23:37,1253,972,9.8,1563817,18,0,0
172752,172752,2018-04-19 02:23:42,2575,6366,63.94,1563822,18,0,0
172753,172753,2018-04-19 02:23:47,947,933,135.15,1563827,18,0,0
172754,172754,2018-04-19 02:23:50,3751,2667,2.19,1563830,18,0,0
172755,172755,2018-04-19 02:24:20,1259,2265,8.96,1563860,18,0,0
172756,172756,2018-04-19 02:24:24,3782,8167,52.74,1563864,18,0,0
172757,172757,2018-04-19 02:24:26,3196,8872,141.48,1563866,18,0,0
172758,172758,2018-04-19 02:24:40,1931,7356,132.85,1563880,18,0,0
172759,172759,2018-04-19 02:25:09,1462,5276,36.29,1563909,18,0,0
172760,172760,2018-04-19 02:25:55,4886,9616,2.92,1563955,18,0,0
172761,172761,2018-04-19 02:26:17,1228,8455,32.29,1563977,18,0,0
172762,172762,2018-04-19 02:26:46,3817,1435,67.04,1564006,18,0,0
172763,172763,2018-04-19 02:26:56,962,5056,28.74,1564016,18,0,0
172764,172764,2018-04-19 02:27:40,3066,1766,9.09,1564060,18,0,0
172765,172765,2018-04-19 02:27:49,2378,2727,9.13,1564069,18,0,0
172766,172766,2018-04-19 02:28:22,69,2868,45.59,1564102,18,0,0
172767,172767,2018-04-19 02:29:06,4881,4676,48.22,1564146,18,0,0
172768,172768,2018-04-19 02:29:09,4639,1740,38.1,1564149,18,0,0
172769,172769,2018-04-19 02:29:44,1526,59,134.04,1564184,18,0,0
172770,172770,2018-04-19 02:29:59,2833,4458,18.98,1564199,18,0,0
172771,172771,2018-04-19 02:30:18,672,6271,49.32,1564218,18,0,0
172772,172772,2018-04-19 02:31:42,4957,460,5.99,1564302,18,0,0
172773,172773,2018-04-19 02:32:07,2782,4579,21.47,1564327,18,0,0
172774,172774,2018-04-19 02:32:48,957,4464,20.76,1564368,18,0,0
172775,172775,2018-04-19 02:33:20,3215,7465,34.69,1564400,18,0,0
172776,172776,2018-04-19 02:33:49,910,212,26.56,1564429,18,0,0
172777,172777,2018-04-19 02:33:51,1802,2319,72.99,1564431,18,0,0
172778,172778,2018-04-19 02:34:26,2149,385,24.51,1564466,18,0,0
172779,172779,2018-04-19 02:34:45,1905,9913,100.45,1564485,18,0,0
172780,172780,2018-04-19 02:35:04,2292,7865,32.21,1564504,18,0,0
172781,172781,2018-04-19 02:35:39,62,2174,22.51,1564539,18,0,0
172782,172782,2018-04-19 02:36:43,315,6791,59.48,1564603,18,0,0
172783,172783,2018-04-19 02:37:06,2695,3361,119.19,1564626,18,0,0
172784,172784,2018-04-19 02:37:09,3016,5085,21.28,1564629,18,0,0
172785,172785,2018-04-19 02:37:32,380,7950,58.32,1564652,18,0,0
172786,172786,2018-04-19 02:37:34,1595,2431,56.01,1564654,18,0,0
172787,172787,2018-04-19 02:37:36,1889,9653,132.39,1564656,18,0,0
172788,172788,2018-04-19 02:38:13,3606,7588,172.58,1564693,18,0,0
172789,172789,2018-04-19 02:38:30,3968,9738,50.95,1564710,18,0,0
172791,172791,2018-04-19 02:38:36,4045,6375,17.4,1564716,18,0,0
172790,172790,2018-04-19 02:38:36,2252,3327,84.25,1564716,18,0,0
172792,172792,2018-04-19 02:38:38,1695,2978,27.79,1564718,18,0,0
172793,172793,2018-04-19 02:39:51,159,6537,85.99,1564791,18,0,0
172794,172794,2018-04-19 02:40:53,1505,7007,15.75,1564853,18,0,0
172795,172795,2018-04-19 02:41:03,3336,8046,17.85,1564863,18,0,0
172796,172796,2018-04-19 02:41:27,1064,4365,113.3,1564887,18,0,0
172797,172797,2018-04-19 02:41:27,2006,5679,37.45,1564887,18,0,0
172798,172798,2018-04-19 02:41:42,4701,4434,102.58,1564902,18,0,0
172799,172799,2018-04-19 02:42:24,4414,2470,20.43,1564944,18,0,0
172800,172800,2018-04-19 02:42:47,1146,7875,43.13,1564967,18,0,0
172801,172801,2018-04-19 02:42:59,392,7598,61.64,1564979,18,0,0
172802,172802,2018-04-19 02:43:41,748,2851,42.75,1565021,18,0,0
172803,172803,2018-04-19 02:43:50,4164,7006,12.7,1565030,18,0,0
172804,172804,2018-04-19 02:43:55,2340,3783,4.9,1565035,18,0,0
172805,172805,2018-04-19 02:44:11,2220,4097,42.46,1565051,18,0,0
172806,172806,2018-04-19 02:44:21,363,6608,27.48,1565061,18,0,0
172807,172807,2018-04-19 02:44:34,1187,3147,103.7,1565074,18,0,0
172808,172808,2018-04-19 02:44:41,2111,8905,9.22,1565081,18,0,0
172809,172809,2018-04-19 02:45:27,619,6400,66.77,1565127,18,0,0
172810,172810,2018-04-19 02:45:35,4876,2312,16.31,1565135,18,0,0
172811,172811,2018-04-19 02:45:48,216,3864,21.76,1565148,18,0,0
172812,172812,2018-04-19 02:45:55,4537,163,81.21,1565155,18,0,0
172813,172813,2018-04-19 02:46:03,4365,3998,43.01,1565163,18,0,0
172814,172814,2018-04-19 02:46:19,4677,9908,38.83,1565179,18,0,0
172815,172815,2018-04-19 02:46:23,2322,9366,72.36,1565183,18,0,0
172816,172816,2018-04-19 02:46:38,621,6887,60.16,1565198,18,0,0
172817,172817,2018-04-19 02:46:40,4549,8719,125.76,1565200,18,0,0
172818,172818,2018-04-19 02:46:45,1533,3582,14.03,1565205,18,0,0
172819,172819,2018-04-19 02:47:31,1151,1039,125.22,1565251,18,0,0
172820,172820,2018-04-19 02:47:58,4171,6313,24.88,1565278,18,0,0
172821,172821,2018-04-19 02:48:08,2445,5252,100.58,1565288,18,0,0
172822,172822,2018-04-19 02:48:28,605,7542,41.0,1565308,18,0,0
172823,172823,2018-04-19 02:48:56,285,4281,26.06,1565336,18,0,0
172824,172824,2018-04-19 02:50:01,1241,8961,40.5,1565401,18,0,0
172825,172825,2018-04-19 02:51:02,2194,2328,57.97,1565462,18,0,0
172826,172826,2018-04-19 02:51:08,2434,5413,31.09,1565468,18,0,0
172827,172827,2018-04-19 02:51:45,1297,5404,69.64,1565505,18,0,0
172828,172828,2018-04-19 02:52:12,1148,9490,67.27,1565532,18,0,0
172829,172829,2018-04-19 02:52:17,893,1304,15.15,1565537,18,0,0
172830,172830,2018-04-19 02:52:23,1692,958,127.41,1565543,18,0,0
172831,172831,2018-04-19 02:52:41,4333,6705,126.67,1565561,18,0,0
172832,172832,2018-04-19 02:52:48,1798,845,139.59,1565568,18,0,0
172833,172833,2018-04-19 02:52:52,596,6532,48.55,1565572,18,0,0
172834,172834,2018-04-19 02:53:00,1934,8136,6.14,1565580,18,0,0
172835,172835,2018-04-19 02:53:07,379,3788,28.04,1565587,18,0,0
172836,172836,2018-04-19 02:53:11,4550,2033,124.89,1565591,18,0,0
172837,172837,2018-04-19 02:53:15,849,3592,74.55,1565595,18,0,0
172838,172838,2018-04-19 02:53:25,4890,3807,61.96,1565605,18,0,0
172839,172839,2018-04-19 02:53:32,82,8130,15.06,1565612,18,0,0
172840,172840,2018-04-19 02:53:38,13,9761,21.39,1565618,18,0,0
172841,172841,2018-04-19 02:53:53,3480,7847,69.48,1565633,18,0,0
172842,172842,2018-04-19 02:53:58,1190,1454,73.5,1565638,18,0,0
172843,172843,2018-04-19 02:54:32,430,3287,20.28,1565672,18,0,0
172844,172844,2018-04-19 02:54:38,3483,9916,127.49,1565678,18,0,0
172845,172845,2018-04-19 02:54:50,4583,4700,16.79,1565690,18,0,0
172846,172846,2018-04-19 02:55:15,2837,3080,17.11,1565715,18,0,0
172847,172847,2018-04-19 02:55:31,4611,9767,31.42,1565731,18,0,0
172848,172848,2018-04-19 02:56:03,1364,3263,51.32,1565763,18,0,0
172849,172849,2018-04-19 02:57:10,2272,9349,15.61,1565830,18,0,0
172850,172850,2018-04-19 02:57:22,1322,2318,28.1,1565842,18,0,0
172851,172851,2018-04-19 02:57:47,3452,7027,8.19,1565867,18,0,0
172852,172852,2018-04-19 02:57:55,3109,584,46.45,1565875,18,0,0
172853,172853,2018-04-19 02:58:24,2071,4052,117.07,1565904,18,0,0
172854,172854,2018-04-19 02:58:34,1604,6199,6.81,1565914,18,0,0
172855,172855,2018-04-19 02:58:52,4512,8148,54.57,1565932,18,0,0
172856,172856,2018-04-19 02:59:02,1693,2609,14.44,1565942,18,0,0
172857,172857,2018-04-19 02:59:11,1440,5620,44.14,1565951,18,0,0
172858,172858,2018-04-19 02:59:15,1157,5587,115.63,1565955,18,0,0
